aba_number,address,city,state,bank_name
111901056,2910 W JACKSON STREET,TUPELO,MISSISSIPPI,BANCORP SOUTH
111914687,2910 W JACKSON STREET,TUPELO,MISSISSIPPI,BANCORP SOUTH
113101773,2910 W JACKSON STREET,TUPELO,MISSISSIPPI,BANCORP SOUTH
113110667,2910 W JACKSON STREET,TUPELO,MISSISSIPPI,BANCORP SOUTH
111103650,2910 WEST JACKSON,TUPELO,MISSISSIPPI,BANCORPSOUTH BANK
111910005,2910 WEST JACKSON,TUPELO,MISSISSIPPI,BANCORPSOUTH BANK
113025422,2910 WEST JACKSON,TUPELO,MISSISSIPPI,BANCORPSOUTH BANK
101000019,ACH DEPT.,KANSAS CITY,MISSOURI,COMMERCE BANK
101100540,811 MAIN,KANSAS CITY,MISSOURI,COMMERCE BANK
101114073,ACH DEPT.,KANSAS CITY,MISSOURI,COMMERCE BANK
101114992,MAILSTOP KCES,KANSAS CITY,MISSOURI,COMMERCE BANK
103912956,ACH DEPT.,KANSAS CITY,MISSOURI,COMMERCE BANK
107002846,7TH FLOOR - ACH,KANSAS CITY,MISSOURI,COMMERCE BANK
114909903,5800 SAN DARIO,LAREDO,TEXAS,COMMERCE BANK
101001005,650 KANSAS AVENUE,KANSAS CITY,KANSAS,COMMUNITY FIRST BANK
101205063,214-216 W FOURTH ST,APPLETON CITY,MISSOURI,COMMUNITY FIRST BANK
104105733,122 SOUTH COMMERCIAL,MAYWOOD,NEBRASKA,COMMUNITY FIRST BANK
104106583,122 SOUTH COMMERCIAL,MAYWOOD,NEBRASKA,COMMUNITY FIRST BANK
104113408,122 SOUTH COMMERCIAL,MAYWOOD,NEBRASKA,COMMUNITY FIRST BANK
125108463,6401 WEST CLEARWATER AVENUE,KENNEWICK,WASHINGTON,COMMUNITY FIRST BANK
101101471,P O BOX 219,COFFEYVILLE,KANSAS,COMMUNITY STATE BANK
102107364,717 N MAIN ST,LAMAR,COLORADO,COMMUNITY STATE BANK
103101589,BOX 367,HENNESSEY,OKLAHOMA,COMMUNITY STATE BANK
101089865,STE 100,WICHITA,KANSAS,EQUITY BANK
101102836,STE 100,WITCHA,KANSAS,EQUITY BANK
101103233,7701 E KELLOGG STE 100,WICHITA,KANSAS,EQUITY BANK
101105354,7701 E KELLOGG STE 100,WICHITA,KANSAS,EQUITY BANK
101105590,7701 E KELLOGG STE 100,WICHITA,KANSAS,EQUITY BANK
101106324,SUITE 100,WICHITA,KANSAS,EQUITY BANK
101115292,7701 E KELLOGG STE 100,WICHITA,KANSAS,EQUITY BANK
101902175,225 W CENTRAL,ANDOVER,KANSAS,EQUITY BANK
103102410,STE 100,WICHITA,KANSAS,EQUITY BANK
103103244,STE 100,WICHITA,KANSAS,EQUITY BANK
103189307,STE 100,WICHITA,KANSAS,EQUITY BANK
301170817,STE 100,WICHITA,KANSAS,EQUITY BANK
101000048,PO BOX 291,MINNEAPOLIS,MINNESOTA,FEDERAL RESERVE BANK
111000038,PO BOX 291,MINNEAPOLIS,MINNESOTA,FEDERAL RESERVE BANK
121000374,PO BOX 291,MINNEAPOLIS,MINNESOTA,FEDERAL RESERVE BANK
271189491,940 N MAC ARTHUR,SPRINGFIELD,ILLINOIS,FINANCIAL PARTNERS CREDIT UNION
321076328,PO BOX 7005,DOWNEY,CALIFORNIA,FINANCIAL PARTNERS CREDIT UNION
321175180,P O BOX 7005,DOWNEY,CALIFORNIA,FINANCIAL PARTNERS CREDIT UNION
322078804,7800 E IMPERIAL HWY,DOWNEY,CALIFORNIA,FINANCIAL PARTNERS CREDIT UNION
322275157,PO BOX 7005,DOWNEY,CALIFORNIA,FINANCIAL PARTNERS CREDIT UNION
322275487,PO BOX 7005,DOWNEY,CALIFORNIA,FINANCIAL PARTNERS CREDIT UNION
322276871,PO BOX 7005,DOWNEY,CALIFORNIA,FINANCIAL PARTNERS CREDIT UNION
322276949,PO BOX 7005,DOWNEY,CALIFORNIA,FINANCIAL PARTNERS CREDIT UNION
322279920,PO BOX 7005,DOWNEY,CALIFORNIA,FINANCIAL PARTNERS CREDIT UNION
322281206,P O BOX 7005,DOWNEY,CALIFORNIA,FINANCIAL PARTNERS CREDIT UNION
322281439,P O BOX 7005,DOWNEY,CALIFORNIA,FINANCIAL PARTNERS CREDIT UNION
322281882,PO BOX 7005,DOWNEY,CALIFORNIA,FINANCIAL PARTNERS CREDIT UNION
322282292,7800 E IMPERIAL HWY,DOWNEY,CALIFORNIA,FINANCIAL PARTNERS CREDIT UNION
322282975,P O BOX 7005,DOWNEY,CALIFORNIA,FINANCIAL PARTNERS CREDIT UNION
111302545,301 N. MAIN,CHILDRESS,TEXAS,FIRST BANK & TRUST
111304051,201 N.WASHINGTON ST.,"SEYMOUR,",TEXAS,FIRST BANK & TRUST
111304404,201 N. WASHINGTON ST.,SEYMOUR,TEXAS,FIRST BANK & TRUST
111311413,9816 SLIDE RD,LUBBOCK,TEXAS,FIRST BANK & TRUST
111319347,9816 SLIDE RD,LUBBOCK,TEXAS,FIRST BANK & TRUST
111324895,201 N. WASHINGTON ST.,SEYMOUR,TEXAS,FIRST BANK & TRUST
111908004,201 N. WASHINGTON ST.,SEYMOUR,TEXAS,FIRST BANK & TRUST
111912401,201 N. WASHINGTON ST.,SEYMOUR,TEXAS,FIRST BANK & TRUST
311373125,9816 SLIDE RD,LUBBOCK,TEXAS,FIRST BANK & TRUST
271972116,PO BOX 549,DALEVILLE,INDIANA,FIRST MERCHANTS BANK
271974033,PO BOX 549,DALEVILLE,INDIANA,FIRST MERCHANTS BANK
274970843,PO BOX 549,DALEVILLE,INDIANA,FIRST MERCHANTS BANK
101102072,PO BOX 7009,PINE BLUFF,ARKANSAS,SIMMONS BANK
101109842,PO BOX 7009,PINE BLUFF,ARKANSAS,SIMMONS BANK
101189590,PO BOX 7009,PINE BLUFF,ARKANSAS,SIMMONS BANK
103003687,PO BOX 7009,PINE BLUFF,ARKANSAS,SIMMONS BANK
103101437,PO BOX 7009,PINE BLUFF,ARKANSAS,SIMMONS BANK
103113153,PO BOX 7009,PINE BLUFF,ARKANSAS,SIMMONS BANK
111900756,P O BOX 7009,PIN BLUFF,ARKANSAS,SIMMONS BANK
111924428,PO BOX 7009,PINE BLUFF,ARKANSAS,SIMMONS BANK
111924619,PO BOX 7009,PINE BLUFF,ARKANSAS,SIMMONS BANK
114014542,PO BOX 7009,PINE BLUFF,ARKANSAS,SIMMONS BANK
211080851,600 MIDLAND AVE,RYE,NEW YORK,USALLIANCE FEDERAL CREDIT UNION
211178640,600 MIDLAND AVENUE,RYE,NEW YORK,USALLIANCE FEDERAL CREDIT UNION
211179982,600 MIDLAND AVENUE,RYE,NEW YORK,USALLIANCE FEDERAL CREDIT UNION
211179995,600 MIDLAND AVENUE,RYE,NEW YORK,USALLIANCE FEDERAL CREDIT UNION
211384162,600 MIDLAND AVE,RYE,NEW YORK,USALLIANCE FEDERAL CREDIT UNION
211391689,600 MIDLAND AVE,RYE,NEW YORK,USALLIANCE FEDERAL CREDIT UNION
221277777,STE 350,RYE,NEW YORK,USALLIANCE FEDERAL CREDIT UNION
221973563,600 MIDLAND AVE,RYE,NEW YORK,USALLIANCE FEDERAL CREDIT UNION
221976861,600 MIDLAND AVE,RYE,NEW YORK,USALLIANCE FEDERAL CREDIT UNION
221981063,411 THEODORE FREMD AVENUE SUITE 350,RYE,NEW YORK,USALLIANCE FEDERAL CREDIT UNION
221982156,411 THEODORE FREMD AVE SUITE 350,RYE,NEW YORK,USALLIANCE FEDERAL CREDIT UNION
226073895,SUITE 350,RYE,NEW YORK,USALLIANCE FEDERAL CREDIT UNION
226078049,600 MIDLAND AVENUE,RYE,NEW YORK,USALLIANCE FEDERAL CREDIT UNION
226078065,600 MIDLAND AVENUE,RYE,NEW YORK,USALLIANCE FEDERAL CREDIT UNION
211170279,436 SLATER RD,NEW BRITAIN,CONNECTICUT,WEBSTER BANK
211170305,436 SLATER RD,NEW BRITAIN,CONNECTICUT,WEBSTER BANK
211172785,436 SLATER RD,NEW BRITAIN,CONNECTICUT,WEBSTER BANK
211174136,436 SLATER RD,NEW BRITAIN,CONNECTICUT,WEBSTER BANK
211174343,436 SLATER RD,NEW BRITAIN,CONNECTICUT,WEBSTER BANK
211970055,436 SLATER RD,NEW BRITAIN,CONNECTICUT,WEBSTER BANK
211970194,436 SLATER RD,NEW BRITAIN,CONNECTICUT,WEBSTER BANK
211870812,99 NORTH ST,PITTSFIELD,MASSACHUSETTS,BERKSHIRE BANK
211870977,99 NORTH STREET,PITTSFIELD,MASSACHUSETTS,BERKSHIRE BANK
211871691,99 NORTH STREET,PITTSFIELD,MASSACHUSETTS,BERKSHIRE BANK
211872959,99 NORTH ST,PITTSFIELD,MASSACHUSETTS,BERKSHIRE BANK
221371071,24 NORTH STREET,PITTSFIELD,MASSACHUSETTS,BERKSHIRE BANK
221380114,99 NORTH STREET,PITTSFIELD,MASSACHUSETTS,BERKSHIRE BANK
263185018,1951 8TH ST NW,WINTER HAVEN,FLORIDA,"CENTERSTATE BANK, NATIONAL ASSOCIATI"
211070175,ROP440,RIVERSIDE,RHODE ISLAND,CITIZENS BANK NA
211170114,ROP440,RIVERSIDE,RHODE ISLAND,CITIZENS BANK NA
211574613,ROP440,RIVERSIDE,RHODE ISLAND,CITIZENS BANK NA
221370030,ROP440,RIVERSIDE,RHODE ISLAND,CITIZENS BANK NA
222371054,ROP440,RIVERSIDE,RHODE ISLAND,CITIZENS BANK NA
236074619,ROP440,RIVERSIDE,RHODE ISLAND,CITIZENS BANK NA
241070417,ROP440,RIVERSIDE,RHODE ISLAND,CITIZENS BANK NA
271071321,ROP440,RIVERSIDE,RHODE ISLAND,CITIZENS BANK NA
111304637,228 ELM STREET,COLORADO CITY,TEXAS,CITY NATIONAL BANK
111901946,312 S DAVIS,SULPHUR SPRINGS,TEXAS,CITY NATIONAL BANK
111904231,P.O. BOX 98,SAN SABA,TEXAS,CITY NATIONAL BANK
111904998,312 S DAVIS,SULPHUR SPRINGS,TEXAS,CITY NATIONAL BANK
111912197,1465 W 2ND AVE,CORSICANA,TEXAS,CITY NATIONAL BANK
111922527,312 SOUTH DAVIS,SULPHUR SPRINGS,TEXAS,CITY NATIONAL BANK
114901859,P O DRAWER 1099,TAYLOR,TEXAS,CITY NATIONAL BANK
122016066,21ST FLOOR,LOS ANGELES,CALIFORNIA,CITY NATIONAL BANK
242170002,25 GATEWATER ROAD,CROSS LANES,WEST VIRGINIA,CITY NATIONAL BANK
101100375,1830 MAIN,PARSONS,KANSAS,COMMERCIAL BANK
101115098,1830 MAIN,PARSONS,KANSAS,COMMERCIAL BANK
104102642,401 SOUTH MAIN STREET,NELSON,NEBRASKA,COMMERCIAL BANK
114905499,100 MOODY ST,MASON,TEXAS,COMMERCIAL BANK
272471357,101 N PINE RIVER,ITHACA,MICHIGAN,COMMERCIAL BANK
101101769,218 S GLENSTONE,SPRINGFIELD,MISSOURI,GREAT SOUTHERN BANK
101212182,P. O. BOX 9009,SPRINGFIELD,MISSOURI,GREAT SOUTHERN BANK
273970585,218 S. GLENSTONE AVE.,SPRINGFIELD,MISSOURI,GREAT SOUTHERN BANK
273970640,218 S GLENSTONE,SPRINGFIELD,MISSOURI,GREAT SOUTHERN BANK
286573322,218 S GLENSTONE AVE.,SPRINGFIELD,MISSOURI,GREAT SOUTHERN BANK
113024407,4128 TEMPLE CITY BLVD,ROSEMEAD,CALIFORNIA,CATHAY BANK
122034103,RS-14,ROSEMEAD,CALIFORNIA,CATHAY BANK
122037841,RS-14,ROSEMEAD,CALIFORNIA,CATHAY BANK
122203950,RS-14,ROSEMEAD,CALIFORNIA,CATHAY BANK
122402324,RS-14,ROSEMEAD,CALIFORNIA,CATHAY BANK
122401710,1 PENNS WAY,NEW CASTLE,DELAWARE,CITIBANK NA
122402159,1 PENNS WAY,NEW CASTLE,DELAWARE,CITIBANK NA
221172610,1 PENNS WAY,NEW CASTLE,DELAWARE,CITIBANK NA
271970312,1 PENNS WAY,NEW CASTLE,DELAWARE,CITIBANK NA
122217056,111 SILVAN AVE,ENGLEWOOD CLIFFS,NEW JERSEY,CITIBANK WEST
122220849,111 SILVAN AVENUE,ENGLEWOOD CLIFFS,NEW JERSEY,CITIBANK WEST
122231935,111 SILVAN AVE,ENGLEWOOD CLIFFS,NEW JERSEY,CITIBANK WEST
271071402,111 SYLVAN AVENUE,ENGLEWOOD CLIFFS,NEW JERSEY,CITIBANK WEST
321070007,ONE PENN'S WAY,NEW CASTLE,DELAWARE,CITIBANK WEST
321170282,111 SILVAN AVENUE,ENGLEWOOD CLIFFS,NEW JERSEY,CITIBANK WEST
321170444,111 SILVAN AVENUE,ENGLEWOOD CLIFFS,NEW JERSEY,CITIBANK WEST
322070019,111 SILVAN AVENUE,ENGLEWOOD CLIFFS,NEW JERSEY,CITIBANK WEST
322270055,111 SILVAN AVENUE,ENGLEWOOD CLIFFS,NEW JERSEY,CITIBANK WEST
322270262,111 SILVAN AVENUE,ENGLEWOOD CLIFFS,NEW JERSEY,CITIBANK WEST
322271096,111 SILVAN AVENUE,ENGLEWOOD CLIFFS,NEW JERSEY,CITIBANK WEST
322271779,111 SILVAN AVENUE,ENGLEWOOD CLIFFS,NEW JERSEY,CITIBANK WEST
241273706,2043 E PROSPECT ROAD,ASHTABULA,OHIO,COMMUNITY FIRST CREDIT UNION
275976833,P O BOX 1487,APPLETON,WISCONSIN,COMMUNITY FIRST CREDIT UNION
275976891,PO BOX 1487,APPLETON,WISCONSIN,COMMUNITY FIRST CREDIT UNION
275979474,P.O. BOX 1487,APPLETON,WISCONSIN,COMMUNITY FIRST CREDIT UNION
275980832,PO BOX 1487,APPLETON,WISCONSIN,COMMUNITY FIRST CREDIT UNION
275981080,PO BOX 1487,APPLETON,WISCONSIN,COMMUNITY FIRST CREDIT UNION
275982801,P O BOX 1487,APPLETON,WISCONSIN,COMMUNITY FIRST CREDIT UNION
281580695,6460 INTERSTATE CT,HANNIBAL,MISSOURI,COMMUNITY FIRST CREDIT UNION
321172358,SUITE A,SANTA ROSA,CALIFORNIA,COMMUNITY FIRST CREDIT UNION
321177599,SUITE A,SANTA ROSA,CALIFORNIA,COMMUNITY FIRST CREDIT UNION
321178226,SUITE A,SANTA ROSA,CALIFORNIA,COMMUNITY FIRST CREDIT UNION
325082017,SUITE 100,DUPONT,WASHINGTON,COMMUNITY FIRST CREDIT UNION
322079133,SUITE 330,BREA,CALIFORNIA,CREDIT UNION OF SOUTHERN CALIFORNIA
322273272,SUITE 330,BREA,CALIFORNIA,CREDIT UNION OF SOUTHERN CALIFORNIA
322273405,SUITE 330,BREA,CALIFORNIA,CREDIT UNION OF SOUTHERN CALIFORNIA
322274792,SUITE 330,BREA,CALIFORNIA,CREDIT UNION OF SOUTHERN CALIFORNIA
322275610,SUITE 330,BREA,CALIFORNIA,CREDIT UNION OF SOUTHERN CALIFORNIA
322275678,SUITE 330,BREA,CALIFORNIA,CREDIT UNION OF SOUTHERN CALIFORNIA
322280252,SUTIE 330,BREA,CALIFORNIA,CREDIT UNION OF SOUTHERN CALIFORNIA
322280485,SUITE 330,BREA,CALIFORNIA,CREDIT UNION OF SOUTHERN CALIFORNIA
322280870,SUITE 330,BREA,CALIFORNIA,CREDIT UNION OF SOUTHERN CALIFORNIA
322282768,SUITE 330,BREA,CALIFORNIA,CREDIT UNION OF SOUTHERN CALIFORNIA
322283796,SUITE 330,BREA,CALIFORNIA,CREDIT UNION OF SOUTHERN CALIFORNIA
322283835,SUITE 330,BREA,CALIFORNIA,CREDIT UNION OF SOUTHERN CALIFORNIA
271971735,SUITE 1500,ITASCA,ILLINOIS,FIRST MIDWEST BANK
271973775,SUITE 1500,ITASCA,ILLINOIS,FIRST MIDWEST BANK
271973937,SUTIE 1500,ITASCA,ILLINOIS,FIRST MIDWEST BANK
281371972,811 MAIN STREET,JASPER,INDIANA,GERMAN AMERICAN BANK
241282632,SUITE 6D,SYLVANIA,OHIO,GREAT LAKES CREDIT UNION
271080325,2525 GREENBAY ROAD,NORTH CHICAGO,ILLINOIS,GREAT LAKES CREDIT UNION
271975951,2525 GREENBAY ROAD,NORTH CHGO,ILLINOIS,GREAT LAKES CREDIT UNION
271979193,2525 GREENBAY ROAD,NORTH CHGO,ILLINOIS,GREAT LAKES CREDIT UNION
271984162,2525 GREENBAY ROAD,NORTH CHGO,ILLINOIS,GREAT LAKES CREDIT UNION
271984832,2525 GREENBAY ROAD,NORTH CHGO,ILLINOIS,GREAT LAKES CREDIT UNION
271989222,2525 GREENBAY ROAD,NORTH CHICAGO,ILLINOIS,GREAT LAKES CREDIT UNION
271989756,2525 GREENBAY ROAD,NORTH CHGO,ILLINOIS,GREAT LAKES CREDIT UNION
271990295,2525 GREENBAY ROAD,NORTH CHGO,ILLINOIS,GREAT LAKES CREDIT UNION
271992219,2525 GREENBAY ROAD,NORTH CHGO,ILLINOIS,GREAT LAKES CREDIT UNION
271992468,2525 GREENBAY ROAD,NORTH CHGO,ILLINOIS,GREAT LAKES CREDIT UNION
275079882,2525 GREENBAY RD,NORTH CHGO,ILLINOIS,GREAT LAKES CREDIT UNION
221371822,EAST PLAZA,BUFFALO,NEW YORK,"HSBC BANK, USA"
221972111,P.O. BOX 643,BUFFALO,NEW YORK,"HSBC BANK, USA"
222371876,P.O. BOX 643,BUFFALO,NEW YORK,"HSBC BANK, USA"
226070364,P.O. BOX 643,BUFFALO,NEW YORK,"HSBC BANK, USA"
122244184,6TH FLOOR,ROSEMONT,ILLINOIS,M B FINANCIAL BANK
243373206,324 N 4TH STREET,INDIANA,PENNSYLVANIA,S & T BANK
221471861,400 RELLA BOULEVARD,MONTEBELLO,NEW YORK,STERLING NATIONAL BANK
221472815,400 RELLA BOULEVARD,MONTEBELLO,NEW YORK,STERLING NATIONAL BANK
221970443,400 RELLA BOULEVARD,MONTEBELLO,NEW YORK,STERLING NATIONAL BANK
221971332,400 RELLA BLVD,MONTEBELLO,NEW YORK,STERLING NATIONAL BANK
221283130,14500 AVIATION BOULEVARD,HAWTHORNE,CALIFORNIA,UNIFY FINANCIAL FEDERAL CREDIT UNION
261378652,14500 AVIATION BOULEVARD,HAWTHORNE,CALIFORNIA,UNIFY FINANCIAL FEDERAL CREDIT UNION
321076412,14500 AVIATION BOULEVARD,HAWTHORNE,CALIFORNIA,UNIFY FINANCIAL FEDERAL CREDIT UNION
321171964,1855 SECOND ST,CONCORD,CALIFORNIA,UNIFY FINANCIAL FEDERAL CREDIT UNION
321173205,4075 NELSON AVENUE STE E,CONCORD,CALIFORNIA,UNIFY FINANCIAL FEDERAL CREDIT UNION
321174262,1899 WESTERN WAY,TORRANCE,CALIFORNIA,UNIFY FINANCIAL FEDERAL CREDIT UNION
321177861,14500 AVIATION BOULEVARD,HAWTHORNE,CALIFORNIA,UNIFY FINANCIAL FEDERAL CREDIT UNION
322077818,14500 AVIATION BLVD,HAWTHORNE,CALIFORNIA,UNIFY FINANCIAL FEDERAL CREDIT UNION
322079719,14500 AVIATION BOULEVARD,HAWTHORNE,CALIFORNIA,UNIFY FINANCIAL FEDERAL CREDIT UNION
322280540,14500 AVIATION BLVD,HAWTHORNE,CALIFORNIA,UNIFY FINANCIAL FEDERAL CREDIT UNION
322281057,14500 AVIATION BOULEVARD,HAWTHORNE,CALIFORNIA,UNIFY FINANCIAL FEDERAL CREDIT UNION
322283178,19001 S WESTERN AVE-T206,TORRANCE,CALIFORNIA,UNIFY FINANCIAL FEDERAL CREDIT UNION
101089700,#140,SAN DIEGO,CALIFORNIA,AXOS BANK
101089742,#140,SAN DIEGO,CALIFORNIA,AXOS BANK
122287251,4350 LA JOLLA VILLAGE DR STE 140,SAN DIEGO,CALIFORNIA,AXOS BANK
122287675,#140,SAN DIEGO,CALIFORNIA,AXOS BANK
244077637,STE 140,SAN DIEGO,CALIFORNIA,AXOS BANK
264171241,SUITE 140,SAN DIEGO,CALIFORNIA,AXOS BANK
101100692,P O BOX 538,CHANUTE,KANSAS,BANK OF COMMERCE
101105558,PO BOX 538,CHANUTE,KANSAS,BANK OF COMMERCE
101108377,P O BOX 538,CHANUTE,KANSAS,BANK OF COMMERCE
102303171,221 THIRD ST,RAWLINS,WYOMING,BANK OF COMMERCE
103101372,215 WEST MAIN,CHOUTEAU,OKLAHOMA,BANK OF COMMERCE
103101482,1601 W. COMMERCE,DUNCAN,OKLAHOMA,BANK OF COMMERCE
103112507,24 WEST DIVISION,STILWELL,OKLAHOMA,BANK OF COMMERCE
103112992,1601 W. COMMERCE,DUNCAN,OKLAHOMA,BANK OF COMMERCE
111308442,800 S. MONROE,AMARILLO,TEXAS,BANK OF COMMERCE
211272465,245 COMMERCIAL STREET,ROCKPORT,MAINE,CAMDEN NATIONAL BANK
211272504,245 COMMERCIAL STREET,ROCKPORT,MAINE,CAMDEN NATIONAL BANK
211272546,245 COMMERCIAL STREET,ROCKPORT,MAINE,CAMDEN NATIONAL BANK
211273309,245 COMMERCIAL STREET,ROCKPORT,MASSACHUSETTS,CAMDEN NATIONAL BANK
211273781,245 COMMERCIAL STREET,ROCKPORT,MAINE,CAMDEN NATIONAL BANK
211274586,245 COMMERCIAL STREET,ROCKPORT,MAINE,CAMDEN NATIONAL BANK
113015584,PO BOX 75000,DETROIT,MICHIGAN,COMERICA BANK
114912288,PO BOX 75000,DETROIT,MICHIGAN,COMERICA BANK
101104504,210 MAIN ST,SENECA,KANSAS,COMMUNITY NATIONAL BANK
103103354,653 N MAIN/HWY 81 NORTH,OKARCHE,OKLAHOMA,COMMUNITY NATIONAL BANK
114909165,P O BOX 130,HONDO,TEXAS,COMMUNITY NATIONAL BANK
114914516,PO BOX 130,HONDO,TEXAS,COMMUNITY NATIONAL BANK
114926009,PO BOX 130,HONDO,TEXAS,COMMUNITY NATIONAL BANK
116312873,401 W TEXAS STE 315,MIDLAND,TEXAS,COMMUNITY NATIONAL BANK
271274115,PO BOX 800,MICHIGAN CITY,INDIANA,"HORIZON BK, AN INDIANA BANK"
271274241,PO BOX 800,MICHIGAN CITY,INDIANA,"HORIZON BK, AN INDIANA BANK"
272471658,P O BOX 800,MICHIGAN CITY,INDIANA,"HORIZON BK, AN INDIANA BANK"
274970050,P O BOX 800,MICHIGAN CITY,INDIANA,"HORIZON BK, AN INDIANA BANK"
264279334,1201 NORTH EASTMAN ROAD,KINGSPORT,TENNESSEE,HORIZON CREDIT UNION
281581047,PO BOX 554,MACON,MISSOURI,HORIZON CREDIT UNION
292977022,SUITE 300,SPOKANE VALLEY,WASHINGTON,HORIZON CREDIT UNION
292977831,13224 E MANSFIELD AV STE 300,SPOKANE VALLEY,WASHINGTON,HORIZON CREDIT UNION
324377011,PO BOX 687,FARMINGTON,UTAH,HORIZON CREDIT UNION
325180414,SUITE 300,SPOKANE VALLEY,WASHINGTON,HORIZON CREDIT UNION
325182551,PO BOX 15128,SPOKANE,WASHINGTON,HORIZON CREDIT UNION
325182564,SUITE 300,SPOKANE VALLEY,WASHINGTON,HORIZON CREDIT UNION
325182603,SUITE 300,SPOKANE VALLEY,WASHINGTON,HORIZON CREDIT UNION
325182755,PO BOX 15128,SPOKANE,WASHINGTON,HORIZON CREDIT UNION
325182797,PO BOX 15128,SPOKANE,WASHINGTON,HORIZON CREDIT UNION
107089717,1201 NETWORK CENTRE DRIVE,EFFINGHAM,ILLINOIS,MIDLAND STATES BANK
271972239,1201 NETWORK CENTRE DRIVE,EFFINGHAM,ILLINOIS,MIDLAND STATES BANK
281073445,1201 NETWORK CENTRE DRIVE,EFFINGHAM,ILLINOIS,MIDLAND STATES BANK
102100552,259 W 9TH ST,DURANGO,COLORADO,"TBK BANK, SSB"
102101577,229 MAIN STREET,SAVANNA,ILLINOIS,"TBK BANK, SSB"
102102864,229 MAIN STREET,SAVANNA,ILLINOIS,"TBK BANK, SSB"
102104723,259 WEST 9TH STREET,DURANGO,COLORADO,"TBK BANK, SSB"
102201930,229 MAIN STREET,SAVANNA,ILLINOIS,"TBK BANK, SSB"
107005445,229 MAIN STREET,SAVANNA,ILLINOIS,"TBK BANK, SSB"
107006732,229 MAIN STREET,SAVANNA,ILLINOIS,"TBK BANK, SSB"
107007443,229 MAIN STREET,SAVANNA,ILLINOIS,"TBK BANK, SSB"
111909579,229 MAIN STREET,SAVANNA,ILLINOIS,"TBK BANK, SSB"
242070885,1 BANK PLAZA,WHEELING,WEST VIRGINIA,WESBANCO BANK INC
242272816,1 BANK PLAZA,WHEELING,WEST VIRGINIA,WESBANCO BANK INC
243073632,1 BANK PLAZA,WHEELING,WEST VIRGINIA,WESBANCO BANK INC
243373222,1 BANK PLAZA,WHEELING,WEST VIRGINIA,WESBANCO BANK INC
283071827,1 BANK PLAZA,WHEELING,WEST VIRGINIA,WESBANCO BANK INC
221572702,PO BOX 362708,SAN JUAN,PUERTO RICO,BANCO POPULAR
265371053,2910 WEST JACKSON,TUPELO,MISSISSIPPI,BANCORPSOUTH
282974006,2910 WEST JACKSON,TUPELO,MISSISSIPPI,BANCORPSOUTH
113001077,11201 CLAY ROAD,HOUSTON,TEXAS,CENTRAL BANK
124300327,75 NORTH UNIVERSITY AVENUE,PROVO,UTAH,CENTRAL BANK
284373838,485 WAYNE RD,SAVANNAH,TENNESSEE,CENTRAL BANK
101089807,SUITE 200,CHICAGO,ILLINOIS,CIBC BANK USA
103104353,31 W. MAIN STREET,CARNEGIE,OKLAHOMA,FARMERS BANK
107007469,P O BOX 220,AULT,COLORADO,FARMERS BANK
124102509,PO BOX 2706,TWIN FALLS,IDAHO,FARMERS BANK
307074098,PO BOX 220,AULT,COLORADO,FARMERS BANK
111909841,SUITE 100,WICHITA FALLS,TEXAS,FIDELITY BANK
111924787,SUITE 100,WICHITA FALLS,TEXAS,FIDELITY BANK
265070532,201 ST. CHARLES AVE - 20TH FLOOR,NEW ORLEANS,LOUISIANA,FIDELITY BANK
301171353,100 E. ENGLISH,WICHITA,KANSAS,FIDELITY BANK
103002691,PO BOX 32282,OKLAHOMA CITY,OKLAHOMA,FIRST FIDELITY BANK
103013101,SUITE 500,OKLAHOMA CITY,OKLAHOMA,FIRST FIDELITY BANK
122105184,PO BOX 32282,OKLAHOMA CITY,OKLAHOMA,FIRST FIDELITY BANK
122105715,PO BOX 32282,OKLAHOMA CITY,OKLAHOMA,FIRST FIDELITY BANK
122105728,PO BOX 32282,OKLAHOMA CITY,OKLAHOMA,FIRST FIDELITY BANK
122105809,PO BOX 32282,OKLAHOMA CITY,OKLAHOMA,FIRST FIDELITY BANK
262285223,1400 GAULT AVENUE NORTH,FORT PAYNE,ALABAMA,FIRST FIDELITY BANK
111301122,SUITE 410,ABILENE,TEXAS,"FIRST FINANCIAL BANK, N.A."
111322570,P O BOX 660,SWEETWATER,TEXAS,"FIRST FINANCIAL BANK, N.A."
111908567,PO BOX 537,CLEBURNE,TEXAS,"FIRST FINANCIAL BANK, N.A."
111914849,151 W SOUTHLAKE BLVD,SOUTHLAKE,TEXAS,"FIRST FINANCIAL BANK, N.A."
111921751,P O BOX 788,EASTLAND,TEXAS,"FIRST FINANCIAL BANK, N.A."
113024562,SUITE 410,ABILENE,TEXAS,"FIRST FINANCIAL BANK, N.A."
113104806,STE 410,ABILENE,TEXAS,"FIRST FINANCIAL BANK, N.A."
113114647,SUITE 410,ABILENE,TEXAS,"FIRST FINANCIAL BANK, N.A."
113121902,STE 410,ABILENE,TEXAS,"FIRST FINANCIAL BANK, N.A."
313172670,SUITE 410,ABILENE,TEXAS,"FIRST FINANCIAL BANK, N.A."
122402052,PO BOX 431,BERESFORD,SOUTH DAKOTA,FIRST SAVINGS BANK
122402078,PO BOX 431,BERESFORD,SOUTH DAKOTA,FIRST SAVINGS BANK
122402081,PO BOX 431,BERESFORD,SOUTH DAKOTA,FIRST SAVINGS BANK
